Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student307,Roll307,8.06520139320478,"Greedy Algorithms, Dynamic Programming, Tree Algorithms, Recursion, Bit Manipulation, Sorting Algorithms, Array","Graph Theory, Differential Equations, Numerical Analysis, Calculus, Mathematics, Discrete Mathematics, Probability, Statistics, Set Theory, Complexity Analysis, Linear Algebra, Algorithms, Data Structures, Logic","Java, Go, C#, C++, Kotlin",1,4,6,59
Student308,Roll308,7.291825891764984,"Hashing, Recursion, Greedy Algorithms, Divide and Conquer, Array, Bit Manipulation, Sorting Algorithms","Linear Algebra, Differential Equations, Statistics, Numerical Analysis, Mathematics, Calculus, Discrete Mathematics, Algorithms, Complexity Analysis","Go, Ruby, C#, C++, TypeScript",0,0,7,97
Student309,Roll309,9.180744779074814,"Hashing, Array, Linked List, Tree Algorithms, Divide and Conquer, Stacks and Queues, Sorting Algorithms, Greedy Algorithms, Dynamic Programming","Complexity Analysis, Logic, Set Theory","Kotlin, Swift, Rust, Ruby, JavaScript",1,4,9,100
Student310,Roll310,7.083329005048297,"Bit Manipulation, Dynamic Programming, Linked List, Tree Algorithms, Graph Algorithms","Numerical Analysis, Statistics, Probability, Calculus, Linear Algebra","Java, TypeScript, Python, JavaScript, Rust",0,3,1,73
Student311,Roll311,7.755885682822544,"Recursion, Array","Set Theory, Data Structures, Number Theory, Mathematics, Logic, Numerical Analysis, Probability, Differential Equations","Kotlin, C#, Java",1,2,5,100
Student312,Roll312,6.313825525369063,"Graph Algorithms, Searching Algorithms, Bit Manipulation, Sorting Algorithms, Hashing, Tree Algorithms, Dynamic Programming, Linked List, Backtracking, Array, Recursion, Stacks and Queues, String Algorithms, Greedy Algorithms, Divide and Conquer","Probability, Differential Equations, Numerical Analysis, Calculus","Java, JavaScript, Swift",1,0,3,83
Student313,Roll313,6.1014029736618305,"Greedy Algorithms, Sorting Algorithms, Array, Linked List, Hashing, Divide and Conquer, Graph Algorithms, Searching Algorithms, Recursion, Dynamic Programming, Stacks and Queues, Backtracking, String Algorithms, Tree Algorithms, Bit Manipulation","Number Theory, Discrete Mathematics, Data Structures, Algorithms, Linear Algebra, Logic",Kotlin,0,4,4,91
Student314,Roll314,9.8505936587117,"Greedy Algorithms, Graph Algorithms, Divide and Conquer, Array, Backtracking","Statistics, Complexity Analysis, Numerical Analysis, Discrete Mathematics","Rust, C#, JavaScript, Swift",1,4,0,100
Student315,Roll315,9.343920482048823,"Bit Manipulation, Tree Algorithms, Recursion, Array, Greedy Algorithms, Divide and Conquer, Searching Algorithms, Backtracking, Dynamic Programming, Hashing, Linked List, Sorting Algorithms, String Algorithms, Graph Algorithms","Discrete Mathematics, Statistics","PHP, Python, Kotlin",0,3,5,82
Student316,Roll316,8.783896824374793,"Recursion, Array, String Algorithms","Probability, Calculus, Logic, Statistics, Complexity Analysis, Numerical Analysis, Graph Theory, Mathematics","JavaScript, Swift, Kotlin, Rust, Ruby",1,3,7,86
Student317,Roll317,7.6358117776570795,"Tree Algorithms, Array, Divide and Conquer, Greedy Algorithms, Graph Algorithms","Linear Algebra, Graph Theory, Differential Equations, Numerical Analysis, Data Structures, Mathematics, Calculus, Algorithms, Statistics, Discrete Mathematics, Number Theory, Set Theory","Java, Kotlin, Swift, Go",0,3,1,57
Student318,Roll318,6.693177280283383,"Bit Manipulation, Hashing, Array","Data Structures, Algorithms, Number Theory, Numerical Analysis","Kotlin, JavaScript",0,2,0,100
Student319,Roll319,6.625748170684345,"Searching Algorithms, Stacks and Queues, Graph Algorithms, Bit Manipulation, Hashing, Sorting Algorithms, Backtracking, Dynamic Programming, Recursion, Divide and Conquer, Array, Greedy Algorithms, Linked List, Tree Algorithms","Mathematics, Set Theory, Number Theory","TypeScript, C#, JavaScript, Java, Ruby",0,1,8,100
Student320,Roll320,7.000971592658381,Divide and Conquer,"Algorithms, Probability, Logic, Number Theory, Differential Equations, Linear Algebra, Complexity Analysis, Set Theory, Data Structures","Ruby, Python, TypeScript",0,4,1,73
Student321,Roll321,8.196906658824481,"Greedy Algorithms, Stacks and Queues, Tree Algorithms, Dynamic Programming, String Algorithms, Searching Algorithms, Divide and Conquer, Hashing","Algorithms, Complexity Analysis, Number Theory, Probability, Graph Theory, Numerical Analysis, Linear Algebra, Differential Equations, Set Theory, Statistics",Java,0,2,7,79
Student322,Roll322,8.858383690800249,"Dynamic Programming, Linked List, String Algorithms, Graph Algorithms","Probability, Graph Theory, Data Structures, Discrete Mathematics, Complexity Analysis","Kotlin, Swift",1,4,4,100
Student323,Roll323,8.640789506870926,"Graph Algorithms, Tree Algorithms, Divide and Conquer, Stacks and Queues, String Algorithms, Array, Backtracking, Greedy Algorithms, Bit Manipulation, Recursion, Linked List, Sorting Algorithms, Dynamic Programming",Set Theory,"C++, TypeScript, Rust",0,2,1,100
Student324,Roll324,7.119735587783771,"Recursion, Greedy Algorithms, Stacks and Queues, Tree Algorithms, Hashing, Linked List, Graph Algorithms, Array, Bit Manipulation, String Algorithms","Numerical Analysis, Algorithms, Complexity Analysis, Set Theory, Number Theory, Mathematics, Data Structures",C++,0,0,4,40
Student325,Roll325,9.819461122652775,"Array, Graph Algorithms","Data Structures, Set Theory, Linear Algebra, Algorithms","Swift, C#, C++",1,1,8,96
Student326,Roll326,8.951587666783073,"Graph Algorithms, Sorting Algorithms, Array, Stacks and Queues, Backtracking, Tree Algorithms, String Algorithms, Searching Algorithms, Divide and Conquer, Linked List","Numerical Analysis, Differential Equations, Graph Theory, Discrete Mathematics, Linear Algebra, Complexity Analysis, Set Theory, Statistics, Calculus, Probability, Number Theory, Logic",TypeScript,0,4,5,68
Student327,Roll327,8.217416210045602,Searching Algorithms,"Mathematics, Logic, Probability, Differential Equations, Number Theory, Linear Algebra, Calculus","Python, Go",1,3,2,34
Student328,Roll328,8.446882984937409,"Graph Algorithms, Greedy Algorithms, Sorting Algorithms","Number Theory, Complexity Analysis, Probability, Linear Algebra, Logic, Numerical Analysis, Statistics","Python, PHP, Swift, C#, TypeScript",1,1,7,86
Student329,Roll329,7.67840024971116,"Divide and Conquer, Recursion, Bit Manipulation, Array, Backtracking, Hashing, Graph Algorithms, Searching Algorithms, Greedy Algorithms, String Algorithms, Dynamic Programming, Linked List","Mathematics, Discrete Mathematics, Complexity Analysis, Statistics, Data Structures, Linear Algebra, Differential Equations","JavaScript, PHP",0,4,0,74
Student330,Roll330,6.99092395800463,"Searching Algorithms, Recursion, Backtracking","Calculus, Linear Algebra, Set Theory, Mathematics, Complexity Analysis, Logic, Graph Theory, Number Theory, Data Structures, Discrete Mathematics, Statistics, Algorithms, Probability, Numerical Analysis, Differential Equations","Rust, PHP, Java, Kotlin",0,0,8,100
Student331,Roll331,7.423890714605046,"Recursion, Backtracking, Bit Manipulation, Graph Algorithms, Divide and Conquer, Dynamic Programming, Array, String Algorithms, Greedy Algorithms, Searching Algorithms, Linked List, Tree Algorithms, Stacks and Queues, Sorting Algorithms, Hashing",Set Theory,"PHP, Swift, C#",0,4,8,28
Student332,Roll332,9.031384441857476,"Tree Algorithms, Searching Algorithms, String Algorithms, Recursion, Sorting Algorithms, Array, Stacks and Queues, Bit Manipulation, Dynamic Programming, Graph Algorithms, Backtracking, Divide and Conquer, Linked List, Greedy Algorithms, Hashing","Graph Theory, Number Theory, Differential Equations, Numerical Analysis, Linear Algebra, Probability, Mathematics, Algorithms, Complexity Analysis, Logic, Discrete Mathematics, Statistics, Data Structures, Set Theory","Java, C#, PHP, Python",0,4,3,96
Student333,Roll333,6.0575739545190235,String Algorithms,"Calculus, Probability, Graph Theory, Algorithms, Mathematics, Numerical Analysis, Statistics, Data Structures, Logic, Set Theory, Linear Algebra, Number Theory, Differential Equations","Go, TypeScript, Rust, Swift, C#",0,4,7,79
Student334,Roll334,6.464290562027665,"Linked List, Greedy Algorithms, Sorting Algorithms, Array, Tree Algorithms, Divide and Conquer, Recursion, Backtracking, Searching Algorithms","Graph Theory, Numerical Analysis, Linear Algebra, Data Structures, Differential Equations, Number Theory, Set Theory, Mathematics, Algorithms, Logic, Statistics, Complexity Analysis, Discrete Mathematics, Calculus",JavaScript,0,1,2,95
Student335,Roll335,6.184010568087011,"Searching Algorithms, Sorting Algorithms, Stacks and Queues","Number Theory, Calculus, Graph Theory, Differential Equations, Data Structures, Mathematics, Set Theory",Rust,1,4,5,100
Student336,Roll336,6.16291520927588,"Searching Algorithms, Tree Algorithms, Array, Greedy Algorithms, Dynamic Programming, Stacks and Queues, Divide and Conquer","Statistics, Complexity Analysis, Numerical Analysis, Discrete Mathematics, Logic, Calculus, Number Theory, Set Theory, Graph Theory, Probability, Mathematics, Data Structures, Linear Algebra, Differential Equations, Algorithms","JavaScript, Kotlin, Go",1,3,9,31
Student337,Roll337,9.42184233604403,"Searching Algorithms, Sorting Algorithms, Divide and Conquer, Backtracking, Tree Algorithms, Recursion, Bit Manipulation, String Algorithms, Hashing, Dynamic Programming, Linked List, Stacks and Queues","Differential Equations, Mathematics, Algorithms, Data Structures, Calculus, Set Theory, Graph Theory, Complexity Analysis, Linear Algebra","TypeScript, Go, Rust, Kotlin, C++",1,2,9,100
Student338,Roll338,8.814631437520095,"Stacks and Queues, Sorting Algorithms, Dynamic Programming, Greedy Algorithms, String Algorithms, Array, Searching Algorithms, Divide and Conquer, Backtracking, Tree Algorithms","Graph Theory, Number Theory, Discrete Mathematics","C#, Python, JavaScript, PHP, Ruby",1,3,7,90
Student339,Roll339,7.896695316349301,"Tree Algorithms, Greedy Algorithms, Backtracking, Divide and Conquer, Bit Manipulation, Graph Algorithms","Statistics, Complexity Analysis, Calculus, Mathematics, Number Theory, Differential Equations","Java, TypeScript, Python, Ruby",0,0,8,23
Student340,Roll340,6.391336642604006,"Divide and Conquer, Greedy Algorithms, Recursion, Dynamic Programming, Array, Graph Algorithms, Tree Algorithms, Hashing, Stacks and Queues, Backtracking, Searching Algorithms, Linked List, Bit Manipulation","Numerical Analysis, Mathematics, Discrete Mathematics, Differential Equations, Number Theory, Statistics, Logic, Graph Theory, Algorithms, Calculus, Complexity Analysis","Kotlin, C#, Rust, C++, JavaScript",0,1,7,100
Student341,Roll341,7.966463500467329,"Linked List, String Algorithms, Stacks and Queues","Complexity Analysis, Logic",Rust,1,2,8,44
Student342,Roll342,7.893887083122262,"Divide and Conquer, Graph Algorithms, Greedy Algorithms, Tree Algorithms, Linked List, Sorting Algorithms","Probability, Number Theory, Data Structures, Statistics, Differential Equations, Graph Theory, Complexity Analysis, Numerical Analysis, Discrete Mathematics, Set Theory","JavaScript, Python, C++",0,1,3,100
Student343,Roll343,6.692807479640061,"Graph Algorithms, Bit Manipulation, Greedy Algorithms, Recursion, Divide and Conquer, Tree Algorithms, Backtracking, Searching Algorithms, Array","Data Structures, Probability, Statistics, Calculus, Graph Theory, Discrete Mathematics, Mathematics, Linear Algebra, Algorithms, Logic, Number Theory, Numerical Analysis, Set Theory, Complexity Analysis, Differential Equations","Kotlin, JavaScript",0,1,9,89
Student344,Roll344,7.735406596951892,"Bit Manipulation, Divide and Conquer, Recursion, Stacks and Queues, Linked List, Greedy Algorithms, Graph Algorithms, Tree Algorithms, Searching Algorithms, Sorting Algorithms, String Algorithms","Number Theory, Calculus, Discrete Mathematics, Complexity Analysis, Logic, Mathematics, Algorithms, Statistics, Probability, Differential Equations, Set Theory, Linear Algebra, Graph Theory, Data Structures","Java, Swift",1,4,0,89
Student345,Roll345,7.594018937589494,"Stacks and Queues, Greedy Algorithms, Recursion, Backtracking, Bit Manipulation, Hashing, String Algorithms, Array, Tree Algorithms, Dynamic Programming, Graph Algorithms","Logic, Discrete Mathematics, Statistics, Complexity Analysis, Probability, Number Theory, Set Theory, Calculus, Graph Theory","Rust, Go, Python, C#",1,3,6,93
Student346,Roll346,8.463400392208866,"Stacks and Queues, Backtracking, Greedy Algorithms, Graph Algorithms","Discrete Mathematics, Algorithms, Complexity Analysis",Python,1,2,9,87
Student347,Roll347,8.540374603470575,"Divide and Conquer, Dynamic Programming, Array, Searching Algorithms, String Algorithms, Sorting Algorithms, Tree Algorithms","Calculus, Graph Theory, Set Theory","Python, C++",1,4,3,42
Student348,Roll348,6.181216039088178,Greedy Algorithms,"Algorithms, Differential Equations, Complexity Analysis, Probability, Number Theory, Mathematics, Graph Theory, Set Theory, Numerical Analysis, Data Structures, Logic","TypeScript, Python, C#, Rust, Kotlin",0,2,0,100
Student349,Roll349,7.498450458505885,"Backtracking, Array, Linked List, Stacks and Queues, Searching Algorithms","Numerical Analysis, Set Theory, Probability, Data Structures, Complexity Analysis, Algorithms, Number Theory, Differential Equations, Graph Theory, Calculus","Go, Ruby, C++, C#",1,3,2,100
Student350,Roll350,8.503439662856945,"String Algorithms, Graph Algorithms, Hashing, Greedy Algorithms, Tree Algorithms, Searching Algorithms, Divide and Conquer, Recursion, Sorting Algorithms, Dynamic Programming","Graph Theory, Number Theory, Logic, Calculus, Discrete Mathematics, Mathematics, Linear Algebra, Algorithms, Numerical Analysis, Set Theory",JavaScript,0,4,6,100
Student351,Roll351,8.01254503432035,"Sorting Algorithms, Array, Greedy Algorithms, Stacks and Queues, Dynamic Programming, Recursion, Graph Algorithms, Linked List, Tree Algorithms, Bit Manipulation, String Algorithms, Searching Algorithms","Data Structures, Graph Theory","Java, TypeScript, JavaScript, Python",1,2,2,47
Student352,Roll352,9.42595936475329,Array,"Number Theory, Calculus, Set Theory, Probability, Linear Algebra, Statistics, Complexity Analysis, Differential Equations, Graph Theory","JavaScript, C++",1,4,0,100
Student353,Roll353,8.63477452647578,"Sorting Algorithms, Divide and Conquer, Searching Algorithms, Array, Tree Algorithms, Greedy Algorithms, Dynamic Programming, Hashing, Recursion, Backtracking, Bit Manipulation, Graph Algorithms, Linked List, Stacks and Queues, String Algorithms","Logic, Mathematics, Complexity Analysis, Probability","Java, C++",1,1,6,48
Student354,Roll354,6.651737708325719,"Hashing, Sorting Algorithms, Array, Linked List, Divide and Conquer, Recursion, Searching Algorithms, Stacks and Queues","Complexity Analysis, Differential Equations, Statistics, Mathematics, Set Theory","Kotlin, Python, PHP, C++, TypeScript",0,0,7,62
Student355,Roll355,6.282274989601719,"Graph Algorithms, Divide and Conquer, Linked List, Dynamic Programming, Recursion, Greedy Algorithms, Backtracking, Array, Sorting Algorithms, Hashing, Bit Manipulation, String Algorithms, Searching Algorithms, Tree Algorithms","Logic, Graph Theory, Calculus, Linear Algebra, Discrete Mathematics, Probability, Data Structures, Mathematics","C#, Swift, PHP",0,2,4,92
